ID,Location,Batch,New_Alerts,Temperature,Flow,Conductivity,Ozone,Combo_Change,Plant
114,Ctrl RM 21,Treated Water,"4,23","27,12,29,6,21,4,7,29,3,21,15,23,8,1,12,1,27,1,11,8","6.967351080637891,7.831453105555847,4.753750341800042,3.681238844094332,6.684661595192738,3.339229387114756,5.324228290470783,4.6154212052351795,0.22171746511943638,6.900284911617637,4.045524880904704,4.198417565543204,5.6572885872400365,6.115826551856007,3.649018336827867,0.0784996261075139,7.792868095329031,6.809992007799447,4.835895227135625,4.741926666512154","130,104,203,179,196,137,109,24,38,191,193,5,33,119,71,54,152,173,85,122","0.30825040701311085,0.06799464353825897,0.40548065141774714,1.0946282572112978,0.6006521557457746,0.6354093042435125,0.7558765494031832,0.5057191589847208,0.7134251374984161,0.20032756787259132,0.7973240854917094,0.7925560033181682,0.629431769438088,1.1309487939812244,0.5593988178297877,0.2236178433056921,0.4765019053593278,0.5139234312577173,1.2556218947283924,0.9910369287710638","0,0,1,0,0,-1,0,0,0,-1",Shanghai
115,Ctrl RM 22,Sterilization,"7,22","9,2,5,26,30,28,30,18,12,26,18,1,9,25,28,29,22,23,27,21","4.245349791399203,7.482968456763774,1.5883269213023596,0.6976606341102161,7.229166287507397,3.8958579856716096,6.641410949390847,1.4126776002114638,5.759025894249789,0.2395065998239443,2.4230614264449106,7.858144473978318,6.491958065007347,6.929669034720864,7.172122428512666,7.41274351997301,3.855715653987136,2.034015130551998,1.5082606870355084,5.206198291345499","175,194,74,199,177,127,69,15,98,144,30,143,143,202,5,65,126,177,50,18","0.11621758423279971,1.2227412228938193,1.1342039288720116,0.26065307345706973,1.0331237258855255,0.8872198075288907,0.626706936582923,0.0844194192904979,0.6847044746391475,0.19673731706570835,0.647859071358107,0.8610299703432247,0.9100430410122499,0.8957035114057362,1.1237221494317056,0.2764557579997927,1.0601450394140557,1.2954350374871866,0.19814192918129267,1.0590161952655763","0,0,-1,0,-1,-1,-1,1,-1,-1",Shanghai
116,Ctrl RM 31,Treated Water,"4,22","27,4,17,2,29,19,15,5,6,8,16,31,11,9,4,0,27,21,29,30","3.1758060664543883,0.8066909449594095,2.590332131618634,7.764033487497364,2.6961873783217745,0.8277542652119882,7.031333274065982,7.662014500612859,3.9746964350063356,6.678738007787615,6.373188188108616,2.7845916270907036,7.826069841596764,3.8285082820407115,3.906754272549879,2.8790030975290577,7.866473428737373,1.6271236597700045,0.5032016661646777,1.314775581934955","176,14,138,65,6,28,25,61,125,119,151,162,171,59,13,56,182,5,94,197","1.0512786162551493,0.23709364209789782,0.7869621209567413,0.21357145125512034,0.6051107187289745,0.03829425114672631,1.2737027989467606,0.022266403678804638,0.6179317181231454,0.4633880514185876,0.9033631860744208,0.5382261798251421,0.2291168331168592,0.7977467733435333,0.042121753306128086,1.215601126011461,0.9925759818870574,0.09360005529597402,1.1241935139521957,0.5239617774728685","1,-1,0,0,1,-1,0,1,1,1",Shanghai
117,Ctrl RM 3,Chlorine,"0,22","30,21,26,5,6,5,14,24,31,7,12,5,21,31,11,6,31,21,14,29","2.503709080417175,3.9554291241639294,2.7449916391563605,0.31702973073814067,6.867023452899884,0.6173028881940991,4.267653342103586,6.999619718021713,4.276615301293787,4.043687105521094,7.0207921551587065,5.378906455228571,0.9542789100762457,4.853768373748753,4.3064606583327985,4.471374420200009,6.002365422064904,1.5488965086895041,6.2144822477363055,4.197190777740907","81,107,27,63,31,82,5,92,192,7,112,77,200,200,145,209,166,190,113,98","0.8873876940459013,0.4394874502439052,0.0893096721265465,1.0122972198296338,0.3910886701196432,0.9276857695542277,1.2634891774971038,1.1575643122196198,0.949712004349567,0.028628254705108703,0.5350275943055749,0.5357779636513442,0.08806020733900369,0.36663748100399973,0.44027259901631627,0.5288619875675068,0.9348002067534253,0.7077003627549857,0.4091671559261158,0.05539005417376757","0,1,-1,-1,-1,-1,0,-1,1,0",Shanghai
118,Ctrl RM 3,Batch Tank,"4,22","20,20,13,6,23,26,14,31,18,26,19,30,2,17,15,8,14,25,10,14","1.7590261271665804,4.781028612281662,3.1232202893448995,7.533844388758299,2.797826244805474,4.383021415718831,5.358482349144761,1.3106228598975578,3.80870389214484,0.6416605002991855,1.1077298981230705,7.299237309123855,6.993464751848951,4.347858514133841,4.038449937824626,5.012502442111727,1.7398862033803015,0.7342403809074313,1.1675384762953036,7.145074431770482","55,208,39,164,91,177,143,69,148,165,15,195,66,164,188,106,195,100,54,80","0.19606701047159733,0.7928892571479083,1.0569364015944303,1.086831706785597,0.06834810699801892,1.044677306129597,1.1784321643412115,0.09241199940443039,0.1290717552183196,0.11550522572360933,0.3365219396073371,0.6231892378302292,1.2738392727449537,0.28554016996640713,0.3112607399001718,0.5864374631084502,0.8938707556342707,1.0745480376528576,1.0433464413508773,0.7127243961440399","-1,1,1,-1,0,0,-1,1,0,-1",Shanghai
119,Ctrl RM 12,Phosphoric Acid,"2,22","11,30,10,7,24,14,25,8,2,0,27,4,2,1,18,16,18,15,23,7","2.319233357703779,6.839255214028526,4.820548210344278,4.144163593952544,5.890973178539426,1.1622783746127971,0.015404308969154954,1.2699854662758299,5.507718954952434,3.2384699965803887,0.5654392916639336,7.753675656307023,1.9639722239039838,0.8407252202206291,4.97896926923655,6.902372153629549,7.958182876396458,2.050576911917888,1.56853395561222,2.5506500032544137","129,156,161,134,10,197,66,25,45,196,81,145,5,151,40,72,67,96,123,12","0.8369421647163108,1.1805992490611972,0.6085208574775607,1.1837164802942426,1.2129162904806436,0.7032920364523306,0.2661841058637947,0.556570726656355,0.9025436359224841,0.42415518101770433,0.03159922710619867,0.3051328491885215,0.04333699045237154,0.17102316606324167,0.1867333437781781,1.2583490194752813,0.6063867370132358,0.7609625767683611,1.0225522811757402,0.30302884597331287","1,-1,1,0,0,-1,-1,1,-1,-1",Shanghai
120,Ctrl RM 2,Concentrate,"7,22","26,13,19,23,29,19,17,18,21,30,7,29,21,28,10,14,13,21,0,23","5.5314357418543665,3.9602590052527376,0.9700345268589444,2.209239960825071,4.792896351034288,1.123333268435672,3.289524158090353,0.9590584993595258,3.6748596037039536,1.8809118096786552,5.302739770619665,1.539587695284281,6.844373036818579,1.9221909940079787,0.9435163818392903,1.2650524064339699,1.5241177599178628,7.435331044322811,3.5373194944835267,6.562008649182972","71,134,108,186,89,33,127,121,188,22,193,185,70,42,62,17,9,112,111,81","0.8690669762901962,0.015328730293549598,1.1231822690926492,0.7798452877439559,0.04692949834279716,0.5720588215161115,0.7784634117269889,1.1360703196376563,0.04332838193513453,0.6397495091194287,1.1413854220649229,0.19827967786695808,0.9054450703551993,0.6886400940362364,0.25977256963960826,0.28179724926594646,0.9726526552112773,0.9673588926205412,0.5572006139904261,0.6314052752684802","1,1,-1,1,-1,1,1,-1,-1,1",Shanghai
1,Ctrl RM 2,Treated Water,"7,22","7,28,24,25,4,21,27,22,3,22,27,24,3,1,16,9,22,30,21,11","7.899843503914308,6.711269699553959,5.5134122704784385,2.415303652207367,2.023883205077145,2.1300467881350778,4.569952111134771,3.1330852630734443,4.956058116727509,7.786482172680553,2.391066363535356,5.765225336877629,6.937437347653322,7.581405312411953,4.948211910468526,1.4864879423961974,7.055566501666326,2.0917272097757085,1.877690168779809,7.073152035854291","66,10,128,38,56,169,38,126,40,97,104,131,83,58,30,60,205,105,44,154","0.07419831892475486,0.2682670480106026,0.5016545586287976,0.9051287911133841,0.8264309796271846,0.022715463116765023,0.3322912494419143,0.3709773444570601,0.5446050587110222,0.028633004054427147,0.30648882519453763,0.5082965976558625,0.8931918393122033,0.06381538957357406,0.13554668289143593,0.6992051461478695,0.6918643489247188,0.07666892886627466,0.7216593944467604,0.09142548984382302","-1,0,-1,1,1,-1,1,1,1,0",Kyoto
2,Ctrl RM 30,Particulate Remover,"8,22","13,3,21,26,13,6,9,0,1,14,3,8,13,0,2,14,21,28,22,15","4.155779672763311,3.8834014919842597,0.6056906769820489,5.862812756972853,4.698468919077422,6.2598265034146605,4.743475581197999,7.711804662402719,0.4292978225951083,5.978355637120549,6.235059312791564,1.3686222241306678,3.8918577649677175,2.925883521002252,4.78372125348309,7.059332949374802,7.844091078732163,2.1420496472809463,2.1164412585878747,3.202789752043318","69,24,205,57,172,54,209,143,30,13,85,3,130,7,98,188,167,203,93,79","0.904755055368878,0.9617004713509232,0.8190354969352484,0.8215024032862858,0.6742950359825045,0.4127792926039547,0.9031316556734964,0.8096925028599798,1.1886955763213336,0.7929364509880543,0.48354266211390495,1.1682380279060454,1.142810399690643,1.2963543630205094,0.9114178733667359,1.041251496737823,0.8874277640134096,0.8979382471879944,0.7775836080079899,0.8199366622837261","1,1,-1,0,1,0,1,0,1,0",Kyoto
3,Ctrl RM 40,Chlorine,"9,22","19,10,26,21,24,11,29,10,2,21,15,2,24,21,16,4,24,1,17,23","0.9069327544211411,0.14451213957276196,4.195568384260405,3.66165160340257,7.8043420050060375,1.0458830228750595,3.3513358621881344,0.9138219988136552,1.4573160181939602,6.214580783138517,0.6626466360059567,2.6691942758089864,7.475973937041126,2.9528604759648442,0.658600138060283,3.9024761949223468,3.1396822870359755,0.277103253477253,6.885799630794208,7.559954657449853","205,52,120,175,77,57,44,7,177,19,173,149,100,159,203,2,52,127,172,7","1.2176142825977878,0.09796842967625707,0.08435206667054444,0.7864415685413405,0.5607388789299875,0.49591631130315367,1.0369330817833544,0.1198205805849284,0.8152101674117148,0.51335481449496,0.9800328489392997,0.897789438883774,0.16313562856521457,0.73559865267016,0.8731619351310655,1.259227509261109,0.760265860753134,0.42416545578744264,0.6846673409687355,0.22172998073510827","-1,1,0,1,-1,-1,-1,1,1,0",Kyoto
4,Ctrl RM 25,Sterilization,"8,22","2,31,14,22,29,23,19,20,19,27,22,28,31,19,2,22,3,6,23,31","2.666075343003031,6.040169674055651,7.495154854769353,5.878327341803815,5.716345738791861,7.266899272620212,1.1943861578404904,3.658914002063684,2.833534526177682,4.449866752107628,6.40127448349027,7.467717372791376,6.697372611849569,2.8116187343350614,1.862099658837542,5.840619078441523,0.08110153035493568,4.317066105136182,2.393510650577955,6.061592377757188","104,36,30,178,166,109,123,4,134,68,168,108,142,37,151,31,198,5,91,25","0.3472053540637717,0.7495153672993183,0.24330985993146897,0.04990133398678154,1.0693118986440824,0.6673834336223081,0.15274470876902344,1.1392399750184268,0.02362253828905523,1.0087067153770477,0.22079453356564047,1.163354720058851,1.2947048956295475,1.1563714758027346,1.1673661761917173,0.4557150088949129,0.8135045662289485,0.03620564616285265,1.0913072834024207,0.1257648641942069","-1,1,0,1,0,-1,0,1,-1,-1",Kyoto
5,Ctrl RM 20,Particulate Remover,"5,22","18,27,21,21,23,0,13,15,21,26,12,10,12,11,30,31,4,23,27,30","1.604528660667129,0.10024709462188185,6.4341421782434915,7.471785333212465,3.6427001129696146,6.170231793250423,7.223372287913226,6.368449709967245,3.09189017994795,0.6449459500657395,2.5471489483467304,2.1423896890156904,4.659887346716132,5.596161418349948,1.4607820675196126,7.216909976934549,4.53149361175485,0.4720084946905263,7.665968412449583,5.191393264844082","4,98,172,33,39,37,168,169,124,126,109,2,140,162,62,47,209,71,44,80","1.145724955899641,0.608227718109265,1.2973791552241891,0.3098260504892096,0.35724671466741714,0.06562775380443782,0.26651222684886305,0.9635152776027098,0.3256282153306529,0.2018382048001513,1.1451866948977114,0.35115522756241263,0.30367528535425664,0.5569826094433665,1.2903520456980915,0.6810971327126026,0.010417680023238063,0.5839530367404223,0.05756605190690607,0.36127090302761644","0,-1,0,-1,-1,1,-1,-1,-1,-1",Kyoto
6,Ctrl RM 37,Concentrate,"3,22","26,29,31,9,5,5,7,21,25,2,16,6,5,4,3,8,3,29,18,5","4.6009944127732885,3.63008182566613,7.2144725507404655,3.5016660868772305,0.7019593593943865,6.2596867210674105,5.971873108218424,2.3535588581254707,6.7911969625717035,2.792467004978098,5.398324881468434,4.100146428779699,1.0962555047636853,1.0556293288525194,0.5913795553008094,7.750841117578093,2.183433584191371,0.4237689311732538,3.2696362846158444,0.9747136162454263","179,162,26,122,133,23,27,5,50,25,205,207,158,203,183,165,167,37,87,91","0.5898884294321761,1.1219937331508845,0.003980276780202985,0.39950482069980353,0.5920022997073829,0.31017895459663125,0.7259979881579056,0.9230199174955488,0.7192019244423137,0.6355768726440146,0.18941322686150672,0.4203531027538702,0.5294025876792148,1.2235473165055737,0.8005869471933693,0.16967138731852174,0.14727421596180648,1.2586166196269915,1.0174585627159105,0.6172205355251208","0,1,0,1,0,-1,-1,0,0,-1",Kyoto
7,Ctrl RM 7,Dosing Station,"2,22","26,23,5,8,30,5,3,29,7,8,5,22,12,20,7,17,31,18,17,8","5.302222717877012,6.969691589905415,3.221981727494858,0.1613706098496914,4.27197790904902,4.693489319689107,4.338081393868197,1.7169639894273132,7.934761784996372,0.1504202565830201,0.784512502423022,3.5475735609210095,2.4002373181609435,5.83223454113584,0.9995417341054418,7.36178067397559,2.0140672004688533,7.379149739835412,3.405338238948025,3.665463390753139","69,115,133,22,33,185,84,57,30,150,162,72,95,166,39,30,103,22,168,130","0.6247886068653316,1.032168489508331,0.2593158596660942,0.5089352236595005,0.9332408647052944,1.2631512720836326,0.3940476333955303,1.1357905895914884,1.259819551021792,0.8083819306455553,1.089937879308127,0.6613936218200251,0.9978896187385544,0.5808334491448477,1.181343761854805,1.0306982373353095,0.9066294983262196,0.958167336229235,0.28686294532381,1.1664867804851384","-1,0,1,0,1,0,-1,0,-1,0",Kyoto
8,Ctrl RM 15,Carbonator,"0,22","22,17,2,2,1,10,26,29,1,4,6,12,23,30,8,12,12,20,13,5","7.768312257162761,1.253872886316385,6.1938605964672755,1.3679789656330832,5.302809461809229,1.2503000175976196,1.934882324791979,3.11414754828671,7.977206206684932,7.903111258347053,2.8631586115504617,7.4578540491638705,7.16033382949885,1.9746716167079286,5.627497584938538,7.7303939249622635,6.868742528907023,3.97972147077322,7.255515926887747,4.517315171591472","203,178,10,162,193,179,66,78,105,36,50,6,48,193,80,113,86,69,107,115","0.19856379374396058,0.21959482117090376,0.9063953506527469,0.8006303006317467,0.15742723818402737,0.08094926548656077,0.7867344545666128,1.1588113443693147,0.0807525338837877,0.5182986044324934,1.1655937290750444,1.12912964487914,0.4285571089712903,0.45929557576309893,0.5299721554620191,0.41217498746700587,0.18839199962094427,0.5943453373620287,0.9243671690579504,1.1115685902535917","0,-1,1,1,0,0,1,-1,-1,0",Kyoto
9,Ctrl RM 43,Treated Water,"5,22","21,0,25,21,20,8,12,8,0,21,30,20,4,22,3,19,28,29,12,0","5.001397269556764,7.336902947046329,3.657488830073271,0.15240264555672184,3.0837496622628535,6.767693600519561,4.229235831084662,4.938421784727835,6.561477882184554,1.5932093340181745,4.6848938261740845,2.417587222757284,7.292763843685389,0.5620533401402645,0.20697728554252537,2.5654471271298824,6.8117624936625365,1.0676146321883426,6.068752030364704,3.1099975627753884","106,172,106,193,192,55,61,156,23,98,78,54,65,171,5,47,69,112,102,51","0.5595936219673604,1.0460255429148675,0.6221800741972402,0.6741068590199575,0.20035277716815472,0.9418011732166633,0.688871314493008,1.2802647603908555,0.022428545635193586,1.2883047108072787,0.2462865493493155,1.153758460143581,1.2760010263649748,1.2181071942904964,0.4885572237428278,1.0412885453552008,0.8155724676093087,1.2331411928171292,0.9951056240824983,0.9367647366132588","-1,-1,0,-1,-1,-1,-1,0,1,-1",Kyoto
10,Ctrl RM 40,Carbonator,"9,22","29,8,18,24,19,17,18,4,8,27,2,1,19,7,29,2,29,26,12,10","4.36805946219014,2.4618490288965407,5.269112491756678,4.3266303977137435,1.8370204633148388,5.057008418557234,7.667399048190564,1.4266883923416027,5.312950802347623,4.356273300191388,2.4755436359951273,3.2134758584643714,1.7238406673795543,0.5393194572231732,1.1635541017702782,2.118261375844013,6.338410037253052,2.0566947387252004,2.2936246918234975,0.2819614206836559","140,123,119,36,99,145,42,139,23,171,201,13,163,155,136,179,17,153,200,184","0.7706576568074525,1.0086762415710837,0.47552096722647547,0.1234786325832829,0.23176435276400298,0.5970521586481482,0.5820910947630182,0.3552098461426795,0.08591584479436279,0.3648379286052659,0.005782783031463623,0.40567401782609525,1.159528616280295,0.2657513702521101,1.0139465098502114,0.25725710617844016,0.932037751399912,0.021215720544569196,0.558570420043543,1.2976402889238672","-1,0,0,0,0,1,0,1,1,-1",Kyoto
11,Ctrl RM 35,Carbon filter,"6,22","17,16,19,27,30,26,13,10,28,15,24,19,11,4,12,14,2,11,20,27","2.9256190304551275,1.7230581027758307,0.7866552246641368,5.663911549600307,7.878729095640592,2.992913596155122,1.0897724419506267,1.2507086696778424,5.089931347977836,1.8041816555615515,7.537004594553728,7.380408677633386,3.6526044956501575,3.6599034208781087,0.3276764970389195,0.007509511234238744,3.4626538493065167,0.5300151402037591,3.1689253999828364,1.4469477413245477","10,206,6,113,69,184,169,78,182,43,70,173,145,129,79,53,97,73,101,133","0.14846714227460325,0.3948770869290456,0.10697548878379166,1.053349766903557,0.5666525709908455,0.7796699095983058,0.9330049436306581,0.4158826683647931,1.0489700937876478,0.6076982490485534,0.9428069265559316,0.618636567145586,0.6493161950958893,0.032332347636111085,0.2654665022157133,1.0780921070836484,0.6554277825634927,1.2580228438135237,0.10413181777112186,0.6736552137881517","0,1,1,0,-1,0,-1,1,0,0",Kyoto
12,Ctrl RM 24,Dosing Station,"0,22","27,23,23,3,11,22,23,7,1,11,7,4,25,12,14,15,9,25,15,27","7.896664218709339,7.989136189778801,0.35706081547541546,2.039156516115181,5.0660681932070295,2.2495107511081733,4.848804488456808,0.5300825766893104,3.9509347567986697,2.656156464733649,6.462897973752115,1.9471498902817257,5.849388429727405,5.0459258339693775,7.267747761271894,0.40635199191980065,5.318552082418464,3.3708194683492185,5.372256743372418,6.680617884001695","106,182,22,109,56,177,31,57,43,101,56,169,138,32,14,188,169,106,4,140","1.2414752548094838,0.8148371732328087,0.212755669769831,0.4542026709066704,0.4417085230583325,0.07822804632596672,0.5804990732809528,1.195905030472204,1.096789441490546,0.37981710969470445,0.44229678888805213,1.236260702321306,0.217793944850564,1.0584659517742694,0.02905052909627557,0.3963318070862442,1.0062278092838823,1.0644373545888812,0.2069925079587847,0.39514608758036046","0,-1,1,1,0,1,0,0,0,1",Kyoto
